number,created_at,merged_at,closed_at,files,additions,deletions,body_text,participants,comments
288,2017-01-11T15:43:49Z,,2017-01-11T23:31:57Z,7,98,11,"solves #155, while preserving the invert behavior by default",2,0
308,2017-01-14T13:14:31Z,,2017-01-14T20:56:55Z,3,45,5,"@jwilm I picked this up from #62. I got (I think) most of the way there, but would love to hear feedback about the approach I used. The rough pattern is that there's an event_translator that can be passed this config, and it is called in the events::Processor.
I'm struggling a bit with why the build fails with this error:

error[E0282]: unable to infer enough type information about `E`
   --> src/event.rs:197:21
    |
197 |                     Processor::handle_event(
    |                     ^^^^^^^^^^^^^^^^^^^^^^^ cannot infer type for `E`
...
224 |                     process!(translated);
    |                     --------------------- in this macro invocation
    |
    = note: type annotations or generic parameter binding required

error: aborting due to previous error

error: Could not compile `alacritty`.

To learn more, run the command again with --verbose.

I'd be happy to take a different approach than this - you could hardcode everything into the processor, but it seemed like a reasonable place to put a new thing in.",2,1
311,2017-01-14T15:23:58Z,2017-01-23T17:14:02Z,2017-01-23T17:14:02Z,18,186,113,"I'm not done changing all occurrences, requesting for comments",2,4
314,2017-01-14T20:45:40Z,2017-01-30T04:29:23Z,2017-01-30T04:29:23Z,1,16,7,"Includes (relatively) minor touch ups.
Fixes #294.",6,9
317,2017-01-15T18:51:26Z,2017-05-01T15:52:23Z,2017-05-01T15:52:23Z,8,81,56,"Love the idea of this terminal, great work so far! I really wanted this so I went ahead and added it myself 😄
Let me know if there's anything I missed for this change, or tests you would like to accompany these changes.",11,27
319,2017-01-16T09:02:52Z,,2017-02-01T18:02:59Z,1,10,2,"This relatively trivial feature is required by Heatseeker, which seems to work perfectly on alacritty once this patch is applied.",2,3
335,2017-01-21T10:15:25Z,2017-01-23T16:59:55Z,2017-01-23T16:59:55Z,8,99,96,"This uses the rustc-test crate, a copy of the standard test crate, to
dynamically create tests for each reference test. No need to remember to
update the macro, just add the directory to ref!
It also removes the line_wrap test, as it was never actually enabled and doesn't pass :( cc @mbrumlow",2,3
340,2017-01-22T09:09:40Z,2017-01-24T16:38:40Z,2017-01-24T16:38:40Z,4,247,127,"Relates to #287
Help output:
alacritty 0.1.0
GPU-accelerated terminal emulator

USAGE:
    alacritty [FLAGS] [OPTIONS]

FLAGS:
    -h, --help            Prints help information
        --print-events
        --ref-test        Generates ref test
    -V, --version         Prints version information

OPTIONS:
    -d, --dimensions <columns> <lines>    Defines the window dimensions
    -t, --title <title>                   Defines the window title [default: Alacritty]",4,5
347,2017-01-23T09:21:32Z,2017-01-24T05:08:01Z,2017-01-24T05:08:01Z,2,51,93,"This changes to use std::process::Command instead of libc::execpv. Should compile with 1.15 and newer.

I need some help to figure out how to use slave/master fds in both child and parent.
set_controlling_terminal is needed on ubuntu.. Should I change the comment about it only beeing needed on bsd?
Should I store child globally instead of PID?",3,6
349,2017-01-23T18:08:30Z,,2017-06-11T20:08:24Z,5,189,13,"This PR basically will solve #171 in future because right now it's still kinda bad looking patch and I hope I'll implement everything in a right way in couple days.
What works right now:

 Specifying from config file
 Steady block
 Steady beam
 Steady underline
 Fix rendering

The way it works right now is pretty hacky and I hope we will manage it with @jwilm because I don't really like how it works right now and I still have a couple of bugs so...yeah.",10,41
351,2017-01-23T23:54:16Z,2017-01-25T16:50:30Z,2017-01-25T16:50:30Z,2,42,13,"This pull request builds on my previous pull request #347
It implements args in the config file like this:
shell:
  program: /bin/bash
  args:
    - --login",2,2
352,2017-01-24T23:50:34Z,2017-01-30T15:30:47Z,2017-01-30T15:30:47Z,1,20,11,I'm open to feedback; this is my first PR for a Rust project. Thanks to @jimmycuadra for help.,2,3
355,2017-01-25T23:48:54Z,2017-01-28T20:25:58Z,2017-01-28T20:25:58Z,4,45,8,I've added support for -e option and done some minor fixes to the config file I forgot in the last PR.,3,7
376,2017-02-01T21:23:55Z,,2017-02-06T19:47:03Z,1,1,1,"Before this change there were gaps between words. To fix this underline is
rendering also on those empty cells.",2,1
378,2017-02-02T06:15:40Z,2017-02-02T17:25:10Z,2017-02-02T17:25:10Z,3,151,89,"Should make input processing much more easily tested. Going to clean this up a bit in the morning before merging.
cc @xyin96",3,6
385,2017-02-03T23:49:16Z,,2017-02-08T05:15:36Z,8,277,31,"Hi @jwilm,
This project is awesome 👍. I haven't written Rust before, but I wanted to try my hand at a small feature. I think this change is not quite ready, since draw is called lazily (so the bell will not be smooth). If you are interested in accepting this feature, perhaps you could share some tips on how to make the right changes? Commit message below.
Thanks,
Mark

This commit adds support for a visual bell. Although the Handler in src/ansi.rs warns ""Hopefully this is never implemented"", I wanted to give it a try. Two new config options are added, with sensible defaults:

visual_bell, which defaults to true, and
visual_bell_duration, which defaults to 150 ms.

The visual bell is modeled by VisualBell in src/display.rs. It has a method to ring the bell, ring, and another method, value. Both return the ""value"" of the bell, which ramps down from 1.0 to 0.0 at a rate set by duration.",2,9
391,2017-02-05T10:06:19Z,2017-02-07T04:45:18Z,2017-02-07T04:45:18Z,6,78,18,"I saw #370 and decided to have a go at implementing this.
Will use a default of 80x24 cols x lines if neither config file or argument options are specified.
Argument options will override config options if specified.",3,6
436,2017-02-22T19:57:11Z,2017-02-22T22:49:30Z,2017-02-22T22:49:30Z,6,50,3,"By default the feature is disabled. Should it be? Other terminal emulators, at least on X11, hide the cursor when typing.
Fixes #246",2,2
442,2017-02-26T04:01:25Z,2017-03-02T06:07:15Z,2017-03-02T06:07:15Z,3,176,60,This obsoletes and replaces #441.,2,1
470,2017-03-09T10:44:17Z,,2017-04-04T03:56:28Z,1,13,0,"#462 add OS X desktop entry Makefile.
Thanks @brycefisher",3,7
478,2017-03-14T08:06:40Z,,2017-04-19T02:59:24Z,2,18,0,"As it stands, running alacritty -e 'cd foo' causes Command::spawn() to fail with OS error code 2. With this feature, running alacritty -c foo runs alacritty from the working directory foo via libc::chdir, with the intended purpose of starting the shell from a specific directory. It mirrors the functionality of the -cd flag from urxvt.",3,11
492,2017-03-22T08:39:50Z,,2017-06-23T17:53:15Z,7,131,11,"Add support for the VTE 'dim' flag, with additional support for
custom-themed dim colors. If no color is specified in the config,
it will default to 2/3 the previous (not a spec, but the value
other terminals seem to use).
The actual dimming behavior brings bright colors to normal and
regular colors to the new dim ones. Custom RGB values are not
changed, nor are non-named indexed colors.
Old behavior:

New behavior:

New behavior with (odd-looking) custom colors:

The colors from the config file are roughly Tomorrow Night Eighties.",3,5
566,2017-05-13T01:48:02Z,2017-05-25T16:19:00Z,2017-05-25T16:19:00Z,2,54,10,"Based on option command in key binding section in config, e.g.
  - { key: N,        mods: Control|Shift,    command: alacritty          }
  # or
  - {
      key: N,
      mods: Control|Shift,
      command: {
        program: ""alacritty"",
        args: [""-e"", ""vttest""],
  }}

specified command will be run in the background on key press. Alacritty doesn't wait for its result nor block IO.
Fixes #334.",2,2
576,2017-05-18T11:38:03Z,2017-05-29T00:42:37Z,2017-05-29T00:42:37Z,3,74,44,"I wanted to be able to test different versions of alacritty that had different configuration file syntaxes and then this was useful.
Intended use is --config-file alacritty.yml.
This also allows you to use the built-in defaults with --config-file /dev/null.
Please review =)",4,19
579,2017-05-20T05:05:16Z,2017-05-24T17:56:51Z,2017-05-24T17:56:51Z,2,61,9,"Background:
If a shell process exits with children still alive (typically due to the
disown shell builtin), POLLHUP will not be sent to the master PTY file
descriptor. This is due to the fact that the disowned process still has
the slave PTY open as its STDIN, STDOUT, and STDERR.
If a disowned process never reads or writes from its file descriptors
(which is often the case for graphical applications), the event loop
will end up blocking on poll()/select() when not handling user input
received over the mio channel. When Alacritty shuts down and joins on the
event loop thread, there can never be any more input on the mio channel -
the main thread is no longer handling user keystrokes from the window. Unless
a disowned process happens to access its slave PTY file descriptors, the
event loop will never get the chance to deetect that it should exit.
This commit extends the Msg enum to include an explicit Shutdown
message, which ensures a clean shutdown (e.g. closing the 'recording'
file). This allows the select()/poll() call to remain blocking, instead
of needing to periodically check the shutdown state in between
timed-out calls.
Fixes #339",3,2
580,2017-05-21T16:27:34Z,2017-05-24T16:10:12Z,2017-05-24T16:10:12Z,1,4,0,"On macOS, pasting 0 bytes from the clipboard hangs the terminal.
I.e. pbcopy </dev/null followed by ctrl-v. This ensures
we never send 0 bytes.",3,7
594,2017-05-31T11:22:51Z,2017-06-06T16:47:33Z,2017-06-06T16:47:33Z,1,133,24,"Given feedback in #575, this is a rewrite intended to be minimally invasive in terms of architectural changes. The PR needs #593 to land in master first to get the required dependencies.",2,8
621,2017-06-15T22:02:53Z,2017-06-19T00:04:17Z,2017-06-19T00:04:17Z,2,10,17,"Fixes #611
First time coding in Rust so I'm sure that this could potentially be solved in a better way...",2,2
625,2017-06-18T11:54:26Z,2017-10-14T17:35:56Z,2017-10-14T17:35:56Z,9,149,49,,15,35
652,2017-07-04T03:01:34Z,2020-08-05T00:24:52Z,2020-08-05T00:24:52Z,4,99,127,"The InstanceData type in the rendering subsystem was previously 16
floats which occupied a total of 64 bytes per instance. This meant that
for every character or background cell drawn, 64 bytes were sent to the
GPU. In the case of a 400x100 cell grid, a total of 2.5MB would be sent.
This patch reduces InstanceData's size to 26 bytes, a 60% improvement!
Using the above example for comparison, a worst case of 1MB would be
transferred.
The motivation for this patch comes from macOS. Once the terminal grid
would reach a certain size, performance experienced a sharp and dramatic
drop (render times would go from ~3ms to ~16ms). I don't want to
speculate too much on the underlying issue, but suffice it to say that
this patch alleviates the problem in my testing.
If this patch looks familiar, it's because it was just landed a few days ago in #643! It ended up being reverted due to #648. There's clearly some more work needed in order to land this properly, so it has returned in a new PR to continue development.",4,4
657,2017-07-12T03:32:57Z,,2018-09-17T15:15:21Z,51,1951,706,"The Grid<T> is now a view into a region (I called it the 'active region') of a VecDeque. When new lines are added, they are pushed onto the back of the queue, and once the scrollback buffer is considered 'full', then old lines are popped off the front of the queue. This seems to work rather well since, unlike a Vec, elements don't need to be reshuffled around very often.
Of course, as discussed in #124 there are a few things that need to be fixed before I'd consider this 'ready':

 configurable max scrollback length
 write new tests
 fix existing ref tests
 measure performance impact (it seems fine but some numbers would be more reassuring)
 fix out of bounds errors on resize",33,124
658,2017-07-12T04:44:24Z,,2017-07-24T03:34:24Z,7,75,8,This provides with a tentative implementation to add support for XIM. The major modifications are made to winit so that the alacritty side is minimal. Temporarily redirect the glutin repo to my branch because we want glutin to use my current version of winit (rust-windowing/winit#223). This directly addresses issue #44. It would be better to open another PR to change @jwilm own  glutin repo to aggregate the changes.,4,3
662,2017-07-14T17:54:52Z,2017-07-28T22:14:19Z,2017-07-28T22:14:19Z,4,146,54,Fixes #656,4,5
683,2017-07-21T10:20:34Z,2017-07-28T16:02:57Z,2017-07-28T16:02:57Z,1,4,2,Currently setting cursor visibility always fails on Wayland. It shouldn't be a critical error on any platform.,2,1
688,2017-07-23T16:51:06Z,2017-07-28T16:02:05Z,2017-07-28T16:02:05Z,1,7,0,Closes #687,3,2
689,2017-07-23T18:29:26Z,2017-08-29T16:32:09Z,2017-08-29T16:32:09Z,5,41,2,"I normally have a lot of terminals open and don't really care if they can reload the latest configuration or not.
It seems that I'm not alone on this, hence this PR.
CC: #670",7,16
691,2017-07-24T03:36:28Z,2017-07-25T00:54:07Z,2017-07-25T00:54:07Z,4,54,1,Reapply the changes to the latest master (#658).,5,1
726,2017-08-13T08:47:52Z,2017-09-02T19:29:04Z,2017-09-02T19:29:04Z,2,8,3,"This is an RFC PR to fix #721, my first attempt at modifying a Rust application that people use and my first foray into Alacritty's code. As such there are a few issues with how it's implemented — I'm not happy with how the scrolling state is duplicated across event::Processor and input::ActionContext (although this might be appropriate?), the names I've used are terrible and I've added a dumb implementation of the state function to what is as far as I can tell a stub implementation of ActionContext for testing purposes. I'd love to get some feedback on where this stuff should go and what it should look like!",3,4
756,2017-08-26T12:10:28Z,2017-08-29T15:54:13Z,2017-08-29T15:54:13Z,2,15,2,This is a bit ugly fix for #749.,2,0
757,2017-08-26T20:39:55Z,2017-11-12T03:11:22Z,2017-11-12T03:11:22Z,1,81,27,"This should fix #743. However some codes like those related to highlight color
are not implemented because they are not (yet) supported by the application.
Also intrestingly, there doesn't seem to be an escape code for changing cursor
foreground color, only the background color.",2,2
812,2017-10-04T07:25:05Z,2017-10-21T23:03:59Z,2017-10-21T23:03:59Z,4,61,0,"This patch adds support for setting the urgent flag on systems using X11
when a terminal bell occurs.
When the window becomes focused, we will clear the urgent flag since not
all WMs will clear it automatically.
Fixes #181",2,10
819,2017-10-06T22:32:03Z,2017-12-24T18:24:29Z,2017-12-24T18:24:29Z,4,21,1,"This PR adds a small feature to Alacritty, namely turning off the dynamic title in the bar of the application. I was thinking of maybe adding another property which completely removes any text from the title bar. Thoughts on this?",3,1
841,2017-10-15T07:48:06Z,,2017-12-23T01:36:32Z,7,133,77,"Disclaimer: total rust n00b.
This was the only thing keeping me from switching over, so I took a crack at implementing the requested changes in #610 .

rebased against current master
fixed all the multiline method signatures
inlined get_specific_descriptor
fixed indentation of chained method
implemented a separate to_font_with_fallbacks constructor on Descriptor (wasn't totally sure this is what you meant here

Also not sure if I should squash this with @algesten's and leave him as the author, since my contribution is so trivial.
fixes #45",6,12
852,2017-10-19T20:49:54Z,2017-11-11T17:44:33Z,2017-11-11T17:44:33Z,3,24,16,"Currently alacritty always enforces the starting window size based on the dimensions specified as an option or in the configuration file. This presents a problem for me, because I use XMonad to create the window with a certain size and in a certain position based on the size of the screen.
However, since alacritty forces itself into a certain size instead of allowing the window manager to dictate the size of the window, it makes alacritty difficult to integrate into my workflow as the window always resizes itself to something else. This pull request essentially falls back to using the existing size of the window when either the width or the height dimension properties are less than or equal to zero.
This will allow me to specify -d 0 0 in order to tell alacritty not to resize itself at all.
Thanks!",3,4
886,2017-11-04T00:45:40Z,2017-11-11T16:23:49Z,2017-11-11T16:23:49Z,1,15,9,,2,0
888,2017-11-05T22:18:46Z,2017-11-12T01:17:47Z,2017-11-12T01:17:47Z,5,114,25,"Example output:
$ alacritty --version
alacritty 0.1.0 (git commit f68558e) [debug build using rustc 1.21.0 (3b72af97e 2017-10-09)])

-V after this PR will still have a short output:
$ alacritty -V
alacritty 0.1.0

Rationale
Useful when requesting more info from users to help investigating issues.
Drawbacks

Increase in build time because built depends on a large git2 dependency which may not be fine for an application that already has a relatively large build time (~400 secs on my 4-cored machine with Rust 1.21). On the flip side, alacritty ""already taking a lot of time to build"" may mean that an additional large dependency has less impact on it than on a smaller application (in a relative time addition sense).
Different outputs for -V and --version may confuse users who used to them being equivalent (for many programs -V and --version have the same output in my experience).

Unresolved questions

Format of --version is the subject for bikeshedding. I've only included info that is definitely useful when asking users what configuration of alacritty were they using when hitting issues. Please leave your opinion on  how much --version should reveal and how this info should be shown.",4,2
890,2017-11-06T14:02:12Z,2019-01-17T20:42:13Z,2019-01-17T20:42:13Z,5,28,1,"In some keyboard layouts, some characters like @, {}, [], etc.. requires the ALT-key. Sending the escape character when the ALT-key i pressed, makes it hard to enter those characters.
Therefore I think it's a good idea to choose wether to send the escape character or not. This PR should fix that.",4,3
907,2017-11-19T14:34:03Z,2017-11-19T16:57:02Z,2017-11-19T16:57:02Z,2,9,1,"Helps to address #297.
Patch waits to display window until initial configuration is complete. This prevents the window from visually resizing.
Gif demonstration:

In the current release, the window will snap and resize as it configures. In the second case, it hides while configuring.
Unfortunately, this doesn't seem to fix the initial blink of black for the screen, but it does help to address some of the ""flickering"" during startup.",3,2
928,2017-12-03T18:14:32Z,2017-12-03T21:38:42Z,2017-12-03T21:38:42Z,5,51,10,"This makes it possible to change the default cursor style of the
terminal. It requires a restart to apply the changes.
When vim or a different terminal application changes the cursor, it is
not reset. But I wouldn't say that's an issue with alacritty, but rather
with the terminal application.",4,7
932,2017-12-04T20:15:05Z,,2017-12-22T23:00:07Z,2,15,15,See also lukaslueg/built#7,3,1
937,2017-12-06T21:28:03Z,2017-12-24T17:46:55Z,2017-12-24T17:46:55Z,7,221,64,"As mentioned in #931, it can be troublesome if a font has
an underline symbol outside of the glyph's bounding box. This can lead
to the underline disappearing at the bottom of the terminal.
As a solution a symbol from the private use area was used as the
character code for the underline symbol. Whenever this symbol is
encountered, instead of rendering it, a custom block is rendered.
In this implementation the block has the full character as width and
sits flush with the bottom of the glyph's bounding box. The height is
half the distance between the baseline and the bottom of the bounding
box.
Here are some screenshots of how this underline looks now:




This fixes #931",7,30
941,2017-12-13T10:18:30Z,2017-12-13T21:30:27Z,2017-12-13T21:30:27Z,1,31,27,"I dug into this and narrowed the issue down to the macOS app bundle
Info.plist file. So, I spun up a native macOS app real quick and tested
it by launching the binary directly and launching it via the app bundle.
When launching from the command line directly, it created multiple
windows & instances of the app. However, when launching via the app
bundle it behaved as I normally expect a macOS app to behave, that is
when launched multiple times to simply focus the already existing window
and instance.
This informed me that it wasn't something in code as much as it was
something in the app bundle configuration. Hence, I reworked the
Info.plist file based on the one that was created by XCode when I made
the native macOS app and it started behaving as expected.
The downside is that the ALACRITTY_LOCALE, LANG, and LC_CTYPE are not set as
they would be via the launcher script. Also, the PWD starts out at / rather than
the users home directory. The LANG, LC_CTYPE environment variables can be set in
your config under the env section. It isn't dynamic which still isn't quite as
nice as the bash + applescript approach. However, it make the behavior work
correctly which is critical for anyone using an app launcher like Spotlight to
switch apps.",4,13
945,2017-12-15T21:37:58Z,,2019-01-23T19:44:25Z,1,33,0,"This PR tries to partially fix the #909. Specifically, memorising the input source when window loses focus and restoring it once focus is received.
I'm new to Rust and have no MacOS API experience, so the code is quite naive, but solves the problem I'm having. I would appreciate an advice on how to make it better / more idiomatic.
@kalekseev, do mind giving it a whirl?",5,7
946,2017-12-16T14:50:03Z,2017-12-22T22:00:18Z,2017-12-22T22:00:18Z,2,43,17,"This patch implements faux scrolling inside the alternate screen buffer.
Whenever the user scrolls up or down while the alternate screen buffer
is active, instead of actual scrolling three up/down arrow keys are
inserted.
This fixes #550.
Important: I wasn't able to test this on a touch device, because I do not own one, so if anyone could test it, that would be nice.
Also I've tested termite and they seem to scroll 7 lines, I've settled for 3 lines for now, but any feedback is appreciated.",7,27
947,2017-12-17T10:09:49Z,2017-12-22T21:14:49Z,2017-12-22T21:14:49Z,5,113,42,Partial solution for #168 until winit has more granular control over the window decorations rust-windowing/winit#323,4,17
963,2017-12-24T15:27:31Z,2018-12-17T19:06:07Z,2018-12-17T19:06:07Z,12,410,166,"This addresses the main feedback in /pull/430. I've
decided to go from scratch instead of basing my work on top of what
markandrus has already implemented to keep it as simple as possible.
If there's any stuff that I should take from the other PR, please let me
know. I can also try to send a PR to markandrus.",6,18
968,2017-12-25T21:20:02Z,2018-01-02T16:24:04Z,2018-01-02T16:24:04Z,4,66,30,"Some people have complained about the behavior of faux scrollback inside
of vim/tmux, however from what I can tell, alacritty behaves the same
way as other terminal emulators that support faux scrollback.
However there are a lot of terminal emulators that do not support faux
scrollback at all, which leads to people complaining about unusual
scroll behavior.
This is my proposal on how to solve this issue, by giving people that do
not like the VTE-Style faux scrolling the option to opt-out.",3,1
974,2017-12-28T20:37:52Z,2018-01-03T19:15:58Z,2018-01-03T19:15:58Z,4,125,285,"When an application takes control over the mouse, it usually disables
selection completely. However the common way to still make selection
possible is by allowing selection while the shift key is held down.
This feature is implemented here by making use of the new modifiers
field on mouse events with glutin/winit.
This fixes #146.
I've thought about changing the cursor, but it seems like that would be kinda odd (you wouldn't want it changing every time when hitting shift). And other terminal emulators also do not seem to change the cursor with shift selection.
For clearing a selection you also need to hold shift and click, but this also seems consistent with my experience on other terminal emulators.
If you have any feedback on these two things, feel free to tell me about it.",7,35
986,2018-01-02T22:23:44Z,2018-01-06T01:42:56Z,2018-01-06T01:42:56Z,18,212,210,"This commit adds clippy as a required step of the build process. To make
this possible, all existing clippy issues have been resolved.
I think making clippy part of the travis CI run would be a great step,
but if this is not desired, I can also take that part out of this and
add just the fixes for all current clippy issues.",2,1
987,2018-01-02T23:07:47Z,2018-01-06T20:12:29Z,2018-01-06T20:12:29Z,1,0,3,"Apparently switching to the home directory on startup was primarily done for macos, however the default behavior on linux is to start the terminal emulator in the working directory.
This just doesn't switch to the home directory when alacritty is run on linux.
If there is any more to it, please let me know.
This fixes #961.",3,3
991,2018-01-03T20:23:23Z,2018-12-15T21:33:34Z,2018-12-15T21:33:34Z,11,111,50,Adding tab characters to the Grid as an actual tab - rather than a space - followed by spacer characters. The spacer characters have the WIDE_CHAR_SPACER flag so the selection code will not pass them to the clipboard. This means Term::string_from_selection() will filter out the spacers and just return the tabs.,3,1
994,2018-01-03T23:13:33Z,2018-01-05T03:22:59Z,2018-01-05T03:22:59Z,5,29,32,"This change prevents the font_size_modifier of the terminal from going
below the font size 1. If this is not done, it is possible to decrease
the font_size_modifier without the font size itself changing. So when
raising it again, nothing happens until the font_size_modifier is back
at a reasonable level.
This fixes this by making sure the font_size_modifier never goes below
1 - original_font_size. So if the original font size is 12, the
font_size_modifier will always bee -11 or bigger. Effectively limiting
it to the value where the font is 1. (12 - 11 = 1)
This fixes #955.",3,3
995,2018-01-04T01:59:14Z,2018-01-07T21:11:47Z,2018-01-07T21:11:47Z,1,7,1,"(see comment on issue #733, which would have probably been better inserted here instead)",2,9
999,2018-01-05T19:43:07Z,2018-01-06T00:50:13Z,2018-01-06T00:50:13Z,3,236,115,"When part of the config is broken, alacritty shouldn't instantly try to
recover to the default config, but instead try to use defaults only for
the parts of the config which are broken.
The primary fields which are still breaking the complete config when
they are not configured properly are fonts, mouse bindings and key
bindings. In those cases alacritty falls back to the default config.
This fixes #954.
I think it might be possible to prevent the mouse and keyboard shortcuts from destroying everything with a custom deserializer over the whole vec, I'll look into that.
I'm not sure about the fonts though.
Update: Mouse and Keyboard bindings should work now too. Only invalid yaml should be able to break the config now.",2,0
1007,2018-01-08T03:18:41Z,2018-01-08T04:46:12Z,2018-01-08T04:46:12Z,1,6,0,"Probably should have double-checked this before merging, but apparently macos did change its behavior after #987.
This should make sure the macos behavior is to switch to home directory, while linux stays in the working directory.",2,0
1011,2018-01-08T21:48:52Z,2018-01-08T22:49:02Z,2018-01-08T22:49:02Z,1,5,3,,2,0
1025,2018-01-13T02:21:49Z,2018-12-08T20:28:58Z,2018-12-08T20:28:58Z,5,156,30,"Thought I'd clean things up a bit, add some functionality and all that jazz.

Moved spawn-alacritty-cwd into a new top level share/ directory to help people find it.
Modified create-flamegraph.sh so it can be run from anywhere, and so that it hides the cloned FlameGraph repo a bit.
Added a useful colors.sh script.
Updated the README.

I didn't touch the python script because I couldn't seem to get it to work.",3,5
1026,2018-01-13T23:22:05Z,2018-07-15T19:47:08Z,2018-07-15T19:47:08Z,5,30,1,"It was requested in #825 that it should be possible to
add an optional bright foreground color.
This is now added to the primary colors structure and allows the user to
set a foreground color for bold normal text. This has no effect unless
the draw_bold_text_with_bright_colors option is also enabled.
If the color is not specified, the bright foreground color will fall
back to the normal foreground color.
This fixes #825.",2,9
1028,2018-01-14T19:08:37Z,2018-01-15T16:19:32Z,2018-01-15T16:19:33Z,1,2,0,"This change initially spawns alacritty as in invisible window, this
makes it possible for the pty to already access data like window_id
without having to wait for the window manager to actually open the
window.
This fixes #875.",3,2
1029,2018-01-14T23:31:12Z,2018-01-21T21:29:58Z,2018-01-21T21:29:58Z,1,35,23,"This should fix #1020, #710, and #902
I'm happy to rework this if there are any problems with it.",5,14
1035,2018-01-17T23:10:47Z,2018-01-18T17:27:08Z,2018-01-18T17:27:08Z,2,16,1,"Up to this point the reset_state method of the Term struct has been
just a placeholder. This has been changed and all important state has
been reset.
The only state that has not been reset is stuff which is retrieved from
the config and isn't stored as default on the Term struct either. From
what I can tell these are all never changed though.
This fixes #1033.
After doing some more testing trying to figure out how to fix that all
glyphs are messed up after doing cat /dev/urandom, I was able to
confirm that resetting Term::cursor fixes the glyphs and restores
everything to normal.
So this also fixes #804.",2,0
1057,2018-01-26T16:00:26Z,2018-03-13T06:21:20Z,2018-03-13T06:21:20Z,5,282,199,"This PR extends Alacritty's mouse handling to handle:

Reporting all three of the left, right, and middle mouse buttons.
Reporting mouse dragging events with all three buttons.
Reporting mouse movement events when no button is pressed.

This PR does not report modifier keys with clicks/drags, because I'm unsure what modifiers (if any) we want or need to handle. We can't report Shift, as that is the de-facto standard modifier for ignoring application mouse handling (and Alacritty already treats it as such). The vast majority of CLI applications out there don't expect Ctrl to be reported, because xterm mandates Ctrl-Click to access its menus. They also do not generally expect Alt, as the de-facto standard modifier for moving and resizing windows with the mouse. The Windows key, of course, is also generally ignored.
This PR also does not support more than three mouse buttons (plus the wheel). While Glutin reports them, VT200/SGR button codes treat 0 as left, 1 as middle, 2 as right, and 3 as either ""button release"" (VT200), ""any other button"" (SGR), or ""no button pressed"" (SGR with any-event tracking); thus, we skip supporting them entirely.
This fixes #714, fixes #506 and fixes #1145.",3,12
