number,created_at,merged_at,closed_at,files,additions,deletions,body_text,participants,comments
2085,2014-10-22T02:20:41Z,,2021-10-20T09:01:53Z,1,1,0,closes #2074,5,11
2233,2014-12-22T16:36:15Z,,2024-02-22T08:46:32Z,2,42,25,"Just correct some output msg in redis-check-*
To keep consistence with zmalloc, just exit when memory is not enough in redis-check-dump.
Mind for the edge case of dump_version, loadDoubleValue & printErrorStack.
:-)",2,0
2252,2015-01-03T02:35:01Z,,2024-02-15T12:18:49Z,2,29,79,"We already have a function setTypeRandomElements.
It is more elegant in code style and more efficient in speed to use it dealing with case 3 & 4. :-)",4,0
2430,2015-03-03T03:39:30Z,,2020-09-09T16:29:32Z,1,1,1,,3,1
2450,2015-03-12T01:14:10Z,,2021-05-25T12:40:34Z,1,13,20,"correct size for EMBSTR
The amount of memory used by the sds string at object->ptr for a REDIS_ENCODING_EMBSTR object is:
sdslen(o->ptr) + sizeof(struct sdshdr) + 1;


replace a code block with existing sdigits10",3,3
2457,2015-03-19T19:52:18Z,,2024-02-22T08:52:42Z,1,14,0,When monitoring the state of the redis server instance via INFO it is useful to see how the length is changing over time.,3,3
2469,2015-03-23T08:23:56Z,,2020-09-09T16:29:29Z,1,5,3,,2,1
2484,2015-03-31T10:28:43Z,,2021-06-22T05:56:09Z,1,14,6,"dup succeed, but listAddNodeTail failed, memory may leak.
need release **value.",4,3
2497,2015-04-04T18:40:50Z,,2024-02-22T08:49:05Z,1,1,0,"Aactually the only way
to input a IPv6 node is without using brackets, which isnt widely used.
See RFC: https://tools.ietf.org/html/rfc5952#section-6",2,0
2507,2015-04-08T11:19:21Z,2018-01-09T16:36:04Z,2018-01-09T16:36:04Z,1,45,8,"#The format of migrate command is ""MIGRATE host port key destination-db timeout [COPY] [REPLACE]"". If the destination server is protected by a paassword, it will not work. This obstacle has confused so many people and so long time (for example:http://redis.io/commands/migrate, the question asked by Marc-Olivier LaBarre ""Does it work if the destination redis instance is protected by a password?"") that I decided to add this feature by myself.",8,12
2568,2015-05-08T09:13:32Z,,2020-09-09T16:29:26Z,2,3,3,"readme.md: 2 grammar and typo changes
redis.conf: changed ""uncomment""  to ""comment out"", as the word used was opposite of the intended meaning.",2,1
2698,2015-07-26T14:08:29Z,,2021-06-30T09:23:31Z,1,2,1,"For the sdscatfmt function in sds.c, when the parameter fmt ended up with '%', the behavior is undefined. This commit fix this bug.",4,1
2747,2015-08-28T01:57:51Z,,2021-04-21T06:36:01Z,2,3,2,use defined constant instead of digital -1,4,2
2754,2015-09-08T11:00:48Z,,2021-03-18T14:55:55Z,1,20,1,"Full random field name tests for HSET and HMSET. HMSET also uses a
random hash name too for more accurate testing.
Tested and data checked using the redis-cli. Performance seems within the likely range when compared to other commands.",4,2
2795,2015-10-03T02:39:35Z,2021-08-02T05:57:49Z,2021-08-02T05:57:50Z,3,229,6,"Add NX, XX, GT, and LT flags to EXPIRE, PEXPIRE, EXPIREAT, PEXAPIREAT.

NX - only modify the TTL if no TTL is currently set
XX - only modify the TTL if there is a TTL currently set
GT - only increase the TTL (considering non-volatile keys as infinite expire time)
LT - only decrease the TTL (considering non-volatile keys as infinite expire time)
return value of the command is 0 when the operation was skipped due to one of these flags.


Just some quick work to add an NX option to expire commands. This allows expiration to be set for only once, just like setnx. In our application, we have some zsets and hashes that update frequently, but expire at a fixed time defined at its creation.
Searched issue history, I also found some others who had similar requirements: #1840
This is just the first commit. If you think it's OK I will add docs and tests for this feature. Thanks!
EDIT: spelling",8,16
